"Id";"Text";"CreationTimestamp";"UserId";"ModificationTimestamp"
2181654361;"Immigration problems in Europe:
http://bit.ly/rdXyr";"2009-06-15 15:07:06";24948597;"2015-02-15 00:57:54"
2182132132;"Islam in Britain:
http://bit.ly/377X3";"2009-06-15 15:45:51";24948597;"2015-02-15 00:57:55"
2187393734;"Get information on child development, raising boys, raising girls, getting ready for school and more over at @pbsparents.";"2009-06-15 23:13:01";16371287;"2015-03-12 13:24:16"
2200641511;"Arthritis expert reveals ""behind-the-scenes"" solutions that reduce pain, and help you get your life back! -- http://bit.ly/viGBL";"2009-06-16 22:10:27";46091284;"2015-02-05 16:55:17"
2224599711;"Trying to get ready for 8 months in NM";"2009-06-18 12:42:04";29931552;"2015-02-05 14:30:21"
2234345030;"Lose fat and gain muscle without cardio -- http://bit.ly/1a3stg -- Discover the cardio free fat loss workouts";"2009-06-19 01:52:53";46091284;"2015-02-05 16:55:16"
2266519335;"Swine flu 'could infect up to half the population' - http://6wyd.u.cc";"2009-06-21 11:38:52";35314970;"2015-02-16 21:08:32"
2346905422;"RT @AmandaCarpenter: House Judiciary Chairman John Conyer's wife pled guilty to bribery today";"2009-06-26 13:28:27";-1;"2015-04-03 05:38:45"
2350763718;"Welcome to my new Twitter page at: www.twitter.com/TigerWoods";"2009-06-26 18:12:10";-1;"2015-04-03 05:31:09"
2360442530;"#FREE Vegan Recipes; http://ow.ly/fZ6V #vegan Try the lemon tahini dressing, it's to die for! #Yoga";"2009-06-27 12:22:11";37420708;"2015-03-01 13:50:08"
2366589213;"RT @RabbiShamira: Thx for the RT, Shalom.  @NicolaTheFiat @Kundalini_Yogi @DiscoverClocks";"2009-06-27 22:11:56";37450719;"2015-03-01 20:24:04"
2374187642;"""Without truth, without trust and love for what is truthful, there is no conscience or social responsibility....""";"2009-06-28 14:05:58";19430579;"2015-03-12 00:13:17"
2390302102;"Do you miss Guru Singh singing morning wake-up? Listen here; http://ow.ly/g5EI Kundalini Yoga";"2009-06-29 13:22:22";37450719;"2015-03-01 20:23:57"
2396852476;"@IntegralYogaMag @KundaliniYoga @vitailluminata: 'A man will renounce any pleasures you like but he will not give up his suffering' Gurjieff";"2009-06-29 21:35:34";37450719;"2015-03-01 20:23:54"
2405267116;"I estimate 15 million ppl are able to fight for a new Iran against about 1.5 million butchers. Go get them! #Tehran #iranelection #iran";"2009-06-30 11:52:44";50360057;"2015-02-16 09:51:13"
2423456961;"support indie film.  Maryam Keshavarz/ 5 stars www.netflixfindyourvoice.com support female filmmaker. your vote means my film gets made.";"2009-07-01 13:50:57";52134310;"2015-02-08 02:51:17"
2439373864;"RT Things You Need to Know About Twitter Security http://bit.ly/15pc78";"2009-07-02 12:36:22";40032179;"2015-02-06 19:30:04"
2460000083;"Just set up mobile device. Test test";"2009-07-03 17:17:13";53458760;"2015-02-06 00:09:11"
2474335777;"Hong Kong finds 1st case of Tamiflu-resistant H1N1 - http://eiew.u.cc #h1n1 #swineflu";"2009-07-04 17:33:13";35314970;"2015-02-16 21:08:31"
2479343833;"Look up-Michael-Our Angel of Light-soaring-flying through space-above us-below us-effortless-boundless-perfect-dancing-joyously-free-dancing";"2009-07-05 02:04:07";26635224;"2015-02-05 19:21:30"
2481238455;"Ladies tell @SongzYuuup you love him...thats my brother...and his girlfriend is Twitter";"2009-07-05 07:08:08";27195114;"2015-02-04 03:48:08"
2493198824;"Chris Samba has put Manchester City on red alert by refusing to pledge his future to Blackburn.";"2009-07-06 01:51:30";47346611;"2015-02-25 19:22:23"
2493527901;"BIOLUMINESCENCE-emission of light by a living organism which chemical energy is converted to light energy :) fireflies, jelly fish, Michael!";"2009-07-06 02:28:46";26635224;"2015-02-05 19:21:30"
2537030521;"Great! Video-- http://twurl.nl/e28n6p";"2009-07-08 15:01:51";49577862;"2015-03-13 15:36:15"
2540016121;"RT @georgedonnelly: The Banality of Evil and its role in civil unrest. Wendy McElroy http://is.gd/1rv5i #tvot";"2009-07-08 18:22:18";9067962;"2015-02-14 22:39:59"
2592634275;"Watch Bruno movie! http://bit.ly/ZSI5i";"2009-07-11 22:22:50";23794704;"2015-03-15 19:42:52"
2610843865;"JULY 13th, a day WE ALL SO looked forward to. Let's make it A DAY of CELEBRATION that HONORS MICHAEL and all the great things he stood for!";"2009-07-13 03:07:39";26635224;"2015-02-05 19:21:31"
2731536298;"Why are we here? Who cares about the Taliban? Al Qaeda is gone.  http://www.nytimes.com/2009/07/19/opinion/19friedman.html";"2009-07-19 22:20:44";17327905;"2015-02-04 03:47:10"
2757253743;"A poem for my fans: ""in every minute of the day, the truth is that I'm dead, until I'm here on stage, with you, then I'm alive instead""-me";"2009-07-21 08:53:38";14230524;"2015-02-04 19:13:56"
2782021203;"I just become a member of this AWESOME site that gets you TONS of followers: http://vipfollowers.com";"2009-07-22 13:59:31";44361035;"2015-02-10 00:55:47"
2805598394;"Without all of your love and interest I would never have a career in music as I have,has been the greatest gift I could ever have been given";"2009-07-23 17:04:35";27132225;"2015-02-09 06:39:47"
2816105419;"True love requires work! A big cause of lovelessness is laziness!";"2009-07-24 06:01:44";57052104;"2015-02-06 18:16:41"
3066517534;"All is well...on the bus laying down...getting surgery this week but I'm walking. Thank my whole YM family for the help! Lion Hearts!";"2009-08-01 02:35:09";27195114;"2015-02-04 03:48:07"
3082537391;"surfed all day in the Pacific with Anthony, seals surrounding us, pelicans dive-bombing Half Moon Bay. I even stood up a few times";"2009-08-02 01:37:10";10809932;"2015-02-16 23:50:09"
3107767314;"Death Of Advertising, Birth Of Collaboration? - PSFK http://bit.ly/MqxQ7 some food for thought with good references, thx @psfk :)";"2009-08-03 13:28:21";20563860;"2015-02-26 19:53:33"
3143256469;"TweetBackup.com featured on the PCMag.com list ""The Top 100 Web Sites of 2009"" http://to.ly/nUB";"2009-08-05 06:40:38";18344173;"2015-03-07 11:43:57"
3145282650;"????????????????? ?????????????????? ????????????????????????????????????????????? ????????????????????? ??????24???????";"2009-08-05 09:44:42";63132762;"2015-02-28 13:33:51"
3147400944;"I am sugar , spice and everything nice...";"2009-08-05 11:53:47";24358394;"2015-02-05 18:57:20"
3189796207;"TweetBackup.com is now available in the netbook @JoliCloud OS http://to.ly/o1f";"2009-08-08 01:47:27";18344173;"2015-03-07 11:43:56"
3194556235;"new to Twitter!";"2009-08-08 12:20:10";63992320;"2015-02-16 21:14:31"
3228349143;"I'm on twitter - whatever that is";"2009-08-10 13:14:04";64455095;"2015-02-24 11:34:34"
3242076677;"I was the best man at the wedding. If I'm the best man, why is she marrying him?";"2009-08-11 03:48:25";47319425;"2015-03-16 13:21:41"
3261433766;"THIS IS IT my peeps. Dedicated to all the believers. MJ, Singing and Dancing on the Big Screen! All for you, the fans! October 09! Peace";"2009-08-12 03:05:48";26635224;"2015-02-05 19:21:52"
3279772477;"@IGM_CWood yo they still b hooping up there";"2009-08-12 23:55:19";25637736;"2015-03-15 12:08:01"
3312812367;"Se um gênio nasce de cem em cem anos, de quantos em quantos segundos nasce um colunista social? Max Nunes";"2009-08-14 14:32:39";55784171;"2015-02-25 06:25:29"
3315292152;"Se as mercadorias do contrabando são mais baratas porque estão fora da lei, logo o que encarece tudo é a lei. Max Nunes";"2009-08-14 16:46:43";55784171;"2015-02-25 06:25:30"
3315302872;"Junta médica é uma reunião que os médicos fazem nos últimos momentos de nossa vida para dividir a culpa. Max Nunes";"2009-08-14 16:47:18";55784171;"2015-02-25 06:25:31"
3315822397;"Há pessoas com memória tão boa que são capazes de usar o mesmo guarda-chuva por mais de cinco meses. Max Nunes";"2009-08-14 17:16:28";55784171;"2015-02-25 06:25:31"
3316158942;"Mãe reclamando da filha adolescente, em um salão de beleza: “Os hormônios dela estão acabando com os meus”Antonio Carneiro (entreouvindo)";"2009-08-14 17:36:54";55784171;"2015-02-25 06:25:31"
3316164487;"Por um lado, é bom; por outro, é Niterói.( Sobre a Ponte Rio-Niterói) Max Nunes";"2009-08-14 17:37:11";55784171;"2015-02-25 06:25:32"
3317895579;"O beijo nada mais é do que uma contração da boca provocada por uma dilatação do coração. Max Nunes";"2009-08-14 19:20:55";55784171;"2015-02-25 06:25:33"
3317903043;"Moto foi feita pra cair. Um dia ela cai. Max Nunes";"2009-08-14 19:21:22";55784171;"2015-02-25 06:25:33"
3319013652;"Jornalista independente é aquele que tem a mesma opinião do dono do jornal. Max Nunes";"2009-08-14 20:28:32";55784171;"2015-02-25 06:25:33"
3319016354;"Moça assediando rapaz sarado na Parada Gay de SP: “Diz pra mim que você é bissexual,diz…”Antonio Carneiro (entreouvindo)";"2009-08-14 20:28:42";55784171;"2015-02-25 06:25:34"
3342620252;"Waiting for u my great Twitterdudes.Finaly on twitter.So twittexcited.";"2009-08-16 06:01:10";62011574;"2015-02-16 19:58:38"
3349099503;"Choose Sexy PArtner  Check http://twurl.nl/m5x7uz :)made in Mthatha";"2009-08-16 16:16:33";65245372;"2015-03-13 15:36:13"
3349420173;"Copacabana é uma extensa faixa de terra banhada de um lado pelo oceano Atlântico e, do outro, pelo uísque falsificado. Max Nunes";"2009-08-16 16:40:36";55784171;"2015-02-25 06:25:34"
3349427219;"Não era uma mulher; era uma guilhotina: cinco homens perderam a cabeça por sua causa. Max Nunes";"2009-08-16 16:41:07";55784171;"2015-02-25 06:25:34"
3349558180;"Yes, I'm Beatle...";"2009-08-16 16:50:11";21181713;"2015-02-25 12:46:45"
3349647085;"Camelô para uma garota na porta da universidade:“Segura a saia que esse vento é macho” Antonio Carneiro (entreouvindo)";"2009-08-16 16:56:32";55784171;"2015-02-25 06:25:35"
3349850793;"A prova de que o homem jamais poderá voar sozinho é a existência do co-piloto. Max Nunes";"2009-08-16 17:11:10";55784171;"2015-02-25 06:25:35"
3350174449;"O pára-quedas é o único meio de transporte que quando enguiça, chega mais depressa. Max Nunes";"2009-08-16 17:35:01";55784171;"2015-02-25 06:25:35"
3350204952;"Quando alguém telefona dizendo que tem grande interesse em falar conosco, o interesse é sempre dele. Max Nunes";"2009-08-16 17:37:17";55784171;"2015-02-25 06:25:36"
3350370577;"O voto é a arma do cidadão. Mire bem antes de apertar o gatilho! Max Nunes";"2009-08-16 17:49:38";55784171;"2015-02-25 06:25:36"
3350377842;"Conheço um sujeito tão imoral, mas tão imoral, que a leitura de sua mão é proibida pra ciganas menores de 18 anos. Max Nunes";"2009-08-16 17:50:10";55784171;"2015-02-25 06:25:37"
3351080741;"Motorista de ônibus pra um colega: “É preferível ser corno do que pagar pensão”Antonio Carneiro (entreouvindo)";"2009-08-16 18:42:43";55784171;"2015-02-25 06:25:37"
3351665828;"Marinheiro de submarino é mais marinheiro do que os outros – porque é marinheiro até debaixo d’água. Max Nunes";"2009-08-16 19:25:24";55784171;"2015-02-25 06:25:37"
3356403149;"In the studio...working on Thank Me Later...magic...surgery September 8th! Then we're back in business";"2009-08-17 00:43:08";27195114;"2015-02-04 03:48:05"
3369480508;"Télécharger des livres électronique gratuitement sur http://www.ebooks-gratuit.com";"2009-08-17 17:38:53";66491910;"2015-02-06 01:38:17"
3371022859;"TIP: If you're new to Twitter or know someone who is~ The Twitter Guide Book http://bit.ly/uDAo (via @mashable)";"2009-08-17 19:06:37";62011574;"2015-02-16 19:58:38"
3411548953;"THERE are 365 steps at the front of the US Capitol Building; one for every day of the year";"2009-08-19 15:45:16";39311856;"2015-02-06 02:02:00"
3420319241;"Isolationism! Who's with me?";"2009-08-19 23:39:15";16522656;"2015-02-24 11:08:02"
3435823326;"When I asked my guru to raise my kundalini, because he knew my spiritual motivation, he said ""feed people"".";"2009-08-20 17:27:23";43464948;"2015-02-11 13:29:20"
3441098664;"DawgDad.com welcomes Cooper to the family:     Cooper is the latest arrival to DawgDad Dog W.. http://bit.ly/12AOxW";"2009-08-20 22:19:38";16578037;"2015-02-11 10:49:13"
3456426886;"Watch ""I will not bow"" NOW: www.myspace.com/breakingbenjamin";"2009-08-21 15:29:35";51511640;"2015-02-04 03:23:16"
3457391318;"‘Art and Copy’ Film Reveals Stories Behind Classic Slogans - NYTimes.com http://bit.ly/18f9Bo - stories on the birth of some great lines";"2009-08-21 16:18:56";20563860;"2015-02-26 18:48:21"
3521958051;"http://twitter.com/jamiekennedy is the REAL Jamie Kennedy";"2009-08-24 18:37:21";21813730;"2015-02-04 04:06:30"
3543399699;"""New york, new york. Big city of dreams, but everything in new york aint always what it seems.""";"2009-08-25 17:57:45";18139329;"2015-03-15 10:09:13"
3548933995;"fui vcs não merecem falar comigo nem com meu anjo";"2009-08-25 22:51:07";12078472;"2015-02-05 14:08:37"
3564122483;"Je suis Guilad #GiladShalit http://bit.ly/5GaWz";"2009-08-26 16:43:27";65584646;"2015-02-16 10:10:44"
