,UserId,FinalInterests
10,11716022,"[0.03390878438949585, 0.726958692073822, 0.5098065733909607, 0.4072178602218628, 0.9252193570137024, 0.6977449655532837, 0.55021733045578, 0.0255812406539917, 0.7875537872314453, 0.2583267092704773, 0.15192359685897827, 0.5966725945472717, 0.5695724487304688, 0.7608591318130493, 0.5135502219200134, 0.3410443663597107, 0.9827502965927124, 0.669587254524231, 0.9485114812850952, 0.8424257040023804, 0.7641562819480896, 0.3836807608604431, 0.06384062767028809, 0.24090975522994995, 0.9801640510559082, 0.952705979347229, 0.42414212226867676, 0.8468276858329773, 0.6721978187561035, 0.5356590747833252]"
11,11966392,"[0.5190261006355286, 0.3322434425354004, 0.18768757581710815, 0.5376837849617004, 0.8533489108085632, 0.4879058003425598, 0.3527498245239258, 0.9971525073051453, 0.8880559206008911, 0.704908013343811, 0.41359972953796387, 0.7357876300811768, 0.1234845519065857, 0.4521532654762268, 0.5506401658058167, 0.5993931889533997, 0.7406731843948364, 0.8056489825248718, 0.19560372829437256, 0.8147228360176086, 0.6428264379501343, 0.10581827163696289, 0.44448375701904297, 0.9905263781547546, 0.9574572443962097, 0.9866477251052856, 0.48658186197280884, 0.8328575491905212, 0.4541897177696228, 0.12560772895812988]"
12,14048781,"[0.36972278356552124, 0.3482804298400879, 0.9789064526557922, 0.10514694452285767, 0.806666910648346, 0.9278000593185425, 0.9240068197250366, 0.1405351758003235, 0.6383408308029175, 0.6364895105361938, 0.18101853132247925, 0.8721420764923096, 0.6474517583847046, 0.5880166292190552, 0.6624310612678528, 0.5515721440315247, 0.8359450697898865, 0.1801166534423828, 0.6646042466163635, 0.07603418827056885, 0.8807932138442993, 0.31910407543182373, 0.9116945862770081, 0.5122714638710022, 0.5428748726844788, 0.6614281535148621, 0.11088407039642334, 0.19434291124343872, 0.8341844081878662, 0.08914822340011597]"
13,14208586,"[0.3971880078315735, 0.9084454774856567, 0.3878164291381836, 0.5048942565917969, 0.7252864241600037, 0.9595273733139038, 0.8083544373512268, 0.11343497037887573, 0.7098780870437622, 0.6189562082290649, 0.17867732048034668, 0.6628193855285645, 0.5407459735870361, 0.9639741778373718, 0.7664004564285278, 0.9196857810020447, 0.5675250887870789, 0.6377878189086914, 0.9498180747032166, 0.5912731289863586, 0.7957682013511658, 0.9529885053634644, 0.38278675079345703, 0.7599098086357117, 0.4717133641242981, 0.9349638819694519, 0.9551166296005249, 0.2818176746368408, 0.2794686555862427, 0.732807993888855]"
14,14853523,"[0.4433903098106384, 0.7062872052192688, 0.6609951853752136, 0.6512987613677979, 0.5556052327156067, 0.08739352226257324, 0.6006982326507568, 0.5672079920768738, 0.29656755924224854, 0.8008080124855042, 0.913002610206604, 0.6418942213058472, 0.5536132454872131, 0.36325347423553467, 0.04596155881881714, 0.32048726081848145, 0.9639073610305786, 0.15427124500274658, 0.962760865688324, 0.5201415419578552, 0.8476388454437256, 0.813589334487915, 0.8635409474372864, 0.4818407893180847, 0.46941328048706055, 0.36346882581710815, 0.5208315849304199, 0.6806438565254211, 0.24343037605285645, 0.34647881984710693]"
15,15416541,"[0.44249284267425537, 0.1254982352256775, 0.012138009071350098, 0.6547204852104187, 0.9177151918411255, 0.7261233329772949, 0.43834590911865234, 0.9347017407417297, 0.414722204208374, 0.5670315623283386, 0.4554147720336914, 0.5613182187080383, 0.3756256699562073, 0.8298404812812805, 0.9223570823669434, 0.6234939694404602, 0.3143323063850403, 0.27184343338012695, 0.5193173885345459, 0.011935412883758545, 0.694962203502655, 0.5626662969589233, 0.976065456867218, 0.3256838917732239, 0.9938482642173767, 0.9017828106880188, 0.24049562215805054, 0.2530447840690613, 0.6761453747749329, 0.49585336446762085]"
16,15617333,"[0.13943016529083252, 0.7355183362960815, 0.12554842233657837, 0.8625223636627197, 0.612028956413269, 0.5312079787254333, 0.33471763134002686, 0.2306743860244751, 0.5169257521629333, 0.8997158408164978, 0.391639769077301, 0.8633159399032593, 0.27731066942214966, 0.12562686204910278, 0.9978877902030945, 0.01921933889389038, 0.6151946783065796, 0.6920716762542725, 0.15722870826721191, 0.9480301141738892, 0.9957644939422607, 0.47625046968460083, 0.7230362296104431, 0.6498407125473022, 0.2662053108215332, 0.4055372476577759, 0.4250584840774536, 0.1753663420677185, 0.02855604887008667, 0.825455367565155]"
17,15982861,"[0.6542111039161682, 0.9378451704978943, 0.5526613593101501, 0.14922386407852173, 0.42452478408813477, 0.8791486024856567, 0.9513133764266968, 0.924593985080719, 0.6316372156143188, 0.5659957528114319, 0.46070951223373413, 0.7386569380760193, 0.37714284658432007, 0.4460413455963135, 0.09356534481048584, 0.40450990200042725, 0.04753798246383667, 0.2839316725730896, 0.9908956289291382, 0.31054556369781494, 0.19126683473587036, 0.13906538486480713, 0.8218914866447449, 0.015408158302307129, 0.9250309467315674, 0.27137768268585205, 0.25015926361083984, 0.28303617238998413, 0.8372141122817993, 0.059145569801330566]"
18,16334480,"[0.9777411222457886, 0.18193888664245605, 0.398567259311676, 0.015810012817382812, 0.5104462504386902, 0.02100425958633423, 0.6968954205513, 0.15612781047821045, 0.3165189027786255, 0.18647420406341553, 0.46600472927093506, 0.31484347581863403, 0.5320553183555603, 0.8761115670204163, 0.7629967331886292, 0.20336860418319702, 0.4357054829597473, 0.7052026391029358, 0.5375241637229919, 0.8581355214118958, 0.1499943733215332, 0.38295137882232666, 0.22841769456863403, 0.5423356890678406, 0.021382153034210205, 0.569413423538208, 0.29706239700317383, 0.8707864284515381, 0.5694271922111511, 0.2074083685874939]"
19,16337999,"[0.0316929817199707, 0.7546336650848389, 0.8053060173988342, 0.20637446641921997, 0.02482360601425171, 0.7031383514404297, 0.3189607262611389, 0.6952725648880005, 0.1604406237602234, 0.3968917727470398, 0.1452992558479309, 0.527052640914917, 0.43405044078826904, 0.07651960849761963, 0.1627737283706665, 0.5893920660018921, 0.8183639049530029, 0.7070528268814087, 0.5882720351219177, 0.05867481231689453, 0.31741130352020264, 0.6951996684074402, 0.030423283576965332, 0.8688176274299622, 0.5629842281341553, 0.20001912117004395, 0.8236091136932373, 0.4531528949737549, 0.30523234605789185, 0.5370302796363831]"
20,16426463,"[0.39677339792251587, 0.5608078241348267, 0.8474308848381042, 0.8416954278945923, 0.1624821424484253, 0.7019301652908325, 0.58966064453125, 0.5686826705932617, 0.9561403393745422, 0.03748190402984619, 0.9367996454238892, 0.5808047652244568, 0.7863184809684753, 0.7023801207542419, 0.9888453483581543, 0.5698961615562439, 0.27228450775146484, 0.9339118599891663, 0.9551852941513062, 0.13764846324920654, 0.78922039270401, 0.6237168312072754, 0.5446048974990845, 0.8684632182121277, 0.11520493030548096, 0.49989813566207886, 0.6865670680999756, 0.9214616417884827, 0.5260248780250549, 0.19921398162841797]"
21,16615594,"[0.3802749514579773, 0.16499918699264526, 0.35673052072525024, 0.4235885739326477, 0.07937651872634888, 0.9343195557594299, 0.2887723445892334, 0.6353515982627869, 0.997458815574646, 0.1945708990097046, 0.2120869755744934, 0.5310245752334595, 0.5947832465171814, 0.5709180235862732, 0.5215104222297668, 0.899459183216095, 0.599621057510376, 0.8495380878448486, 0.13905847072601318, 0.042319416999816895, 0.8067517876625061, 0.48595160245895386, 0.5148215889930725, 0.04058218002319336, 0.4657464027404785, 0.3332597017288208, 0.24481278657913208, 0.11595159769058228, 0.9481480717658997, 0.8292471766471863]"
22,17164959,"[0.11021596193313599, 0.9102150797843933, 0.5885467529296875, 0.8987342119216919, 0.33236759901046753, 0.07075220346450806, 0.07745885848999023, 0.09692084789276123, 0.6490594744682312, 0.17235487699508667, 0.004353463649749756, 0.3592093586921692, 0.9385366439819336, 0.6459653973579407, 0.9239614009857178, 0.3942027688026428, 0.31308138370513916, 0.9049752950668335, 0.036263465881347656, 0.47761625051498413, 0.38129234313964844, 0.06591856479644775, 0.1722986102104187, 0.6339073181152344, 0.705365777015686, 0.5131089687347412, 0.47393810749053955, 0.1770356297492981, 0.8781636953353882, 0.2823454737663269]"
23,17542265,"[0.02628028392791748, 0.6754913926124573, 0.8454045653343201, 0.8629748225212097, 0.44609975814819336, 0.589830219745636, 0.6164240837097168, 0.47732454538345337, 0.44190317392349243, 0.8041225075721741, 0.18143141269683838, 0.9489449858665466, 0.5916959643363953, 0.5459314584732056, 0.823553204536438, 0.0962756872177124, 0.7813372611999512, 0.16215568780899048, 0.4917532205581665, 0.9130096435546875, 0.6300199031829834, 0.9194744825363159, 0.9431694746017456, 0.7208123207092285, 0.4925486445426941, 0.13836926221847534, 0.0903511643409729, 0.151685893535614, 0.6586064696311951, 0.933883011341095]"
24,17593806,"[0.18031424283981323, 0.9387607574462891, 0.5785475969314575, 0.7981816530227661, 0.18909859657287598, 0.16834819316864014, 0.38802289962768555, 0.8320019245147705, 0.2358657717704773, 0.8857861161231995, 0.34797245264053345, 0.423248291015625, 0.23770809173583984, 0.987432062625885, 0.5762155055999756, 0.20995348691940308, 0.05479854345321655, 0.6848390102386475, 0.25124210119247437, 0.2598324418067932, 0.6566876173019409, 0.4195888042449951, 0.7848822474479675, 0.961804986000061, 0.05000412464141846, 0.09738314151763916, 0.4347420930862427, 0.7141078114509583, 0.6981347799301147, 0.24912571907043457]"
25,17626165,"[0.2814716696739197, 0.019962787628173828, 0.40571463108062744, 0.6449249982833862, 0.29726749658584595, 0.11948502063751221, 0.7882195711135864, 0.7843062877655029, 0.40838515758514404, 0.15474772453308105, 0.15104275941848755, 0.6651471853256226, 0.9022911787033081, 0.4480903148651123, 0.6377602219581604, 0.813377857208252, 0.7729323506355286, 0.7117079496383667, 0.5192118883132935, 0.5856633186340332, 0.577509880065918, 0.5504668354988098, 0.8716362118721008, 0.5422394275665283, 0.5698608160018921, 0.6376055479049683, 0.40098267793655396, 0.08600276708602905, 0.7482715845108032, 0.8534185886383057]"
26,18038429,"[0.7377620339393616, 0.940036952495575, 0.7332395911216736, 0.050575852394104004, 0.04313427209854126, 0.04145848751068115, 0.22753334045410156, 0.1302616000175476, 0.7764223217964172, 0.16526317596435547, 0.02025580406188965, 0.6647115349769592, 0.3524082899093628, 0.20708584785461426, 0.1762968897819519, 0.21115130186080933, 0.4137488007545471, 0.7209506630897522, 0.16508066654205322, 0.08599615097045898, 0.947584867477417, 0.6722630858421326, 0.7984220385551453, 0.5500165224075317, 0.4437140226364136, 0.7415937781333923, 0.9621347784996033, 0.6039935946464539, 0.08773773908615112, 0.5422592759132385]"
27,18713552,"[0.7773208022117615, 0.4542316198348999, 0.7903769016265869, 0.35784482955932617, 0.11737394332885742, 0.479539155960083, 0.6313108205795288, 0.46001100540161133, 0.08522981405258179, 0.7820298671722412, 0.4097675085067749, 0.5988404154777527, 0.069194495677948, 0.9809253811836243, 0.5866387486457825, 0.656008243560791, 0.1656143069267273, 0.8578549027442932, 0.7646258473396301, 0.9191924929618835, 0.21005457639694214, 0.08145701885223389, 0.962593138217926, 0.547500729560852, 0.2489008903503418, 0.7993118762969971, 0.8660579919815063, 0.22694039344787598, 0.7525475025177002, 0.942858099937439]"
28,19136776,"[0.5979820489883423, 0.9685467481613159, 0.2936386466026306, 0.15576082468032837, 0.48721879720687866, 0.4271816611289978, 0.4014972448348999, 0.2155289649963379, 0.2223820686340332, 0.020640254020690918, 0.9660066962242126, 0.9675188064575195, 0.0008938908576965332, 0.5010428428649902, 0.6317883729934692, 0.8929476737976074, 0.3720281720161438, 0.5454040169715881, 0.5847740769386292, 0.2537023425102234, 0.4194762110710144, 0.13230574131011963, 0.019428551197052002, 0.10494810342788696, 0.4517449736595154, 0.7616854906082153, 0.4050382971763611, 0.1846848726272583, 0.31629252433776855, 0.6395455598831177]"
29,19445829,"[0.7105629444122314, 0.800340473651886, 0.6220450401306152, 0.7167484760284424, 0.766099750995636, 0.6930220723152161, 0.7363824844360352, 0.3488854765892029, 0.6583447456359863, 0.815051257610321, 0.6103324890136719, 0.5488223433494568, 0.505786120891571, 0.9963645935058594, 0.22135096788406372, 0.338715136051178, 0.7369838356971741, 0.358630895614624, 0.0970761775970459, 0.3603954315185547, 0.5890346169471741, 0.11031055450439453, 0.7694628238677979, 0.6130117774009705, 0.07003939151763916, 0.9737800359725952, 0.2882290482521057, 0.5848574042320251, 0.24710804224014282, 0.17506539821624756]"
30,19651092,"[0.09007978439331055, 0.9639660120010376, 0.4591488242149353, 0.6538885831832886, 0.4131056070327759, 0.837429404258728, 0.3744657635688782, 0.9460269212722778, 0.7052962183952332, 0.8326690196990967, 0.4268859028816223, 0.9656867384910583, 0.9493855237960815, 0.09130609035491943, 0.43390023708343506, 0.17188459634780884, 0.6730005741119385, 0.9086700677871704, 0.25602442026138306, 0.40316611528396606, 0.7549419403076172, 0.06467968225479126, 0.5436378717422485, 0.5362821817398071, 0.08895963430404663, 0.943229079246521, 0.4637306332588196, 0.11421281099319458, 0.42770206928253174, 0.32469403743743896]"
31,19879777,"[0.8140531778335571, 0.9678618311882019, 0.3578781485557556, 0.006971120834350586, 0.04391855001449585, 0.17085480690002441, 0.29957032203674316, 0.24357420206069946, 0.22384536266326904, 0.06477606296539307, 0.2619253396987915, 0.3926149010658264, 0.5900105237960815, 0.24213290214538574, 0.7922386527061462, 0.23687398433685303, 0.8146493434906006, 0.0451512336730957, 0.848060131072998, 0.7771687507629395, 0.15048712491989136, 0.10765683650970459, 0.5965953469276428, 0.594829797744751, 0.8478608727455139, 0.9175975322723389, 0.44843000173568726, 0.20782947540283203, 0.11877638101577759, 0.7612216472625732]"
32,19979031,"[0.1500588059425354, 0.7044177055358887, 0.7387248873710632, 0.8034865856170654, 0.6365801692008972, 0.47736668586730957, 0.780239999294281, 0.22470009326934814, 0.9844203591346741, 0.1446593999862671, 0.5417072772979736, 0.8196396827697754, 0.3874683976173401, 0.3810519576072693, 0.7516030669212341, 0.012343168258666992, 0.8290348052978516, 0.49076658487319946, 0.7584609389305115, 0.017741024494171143, 0.7341079711914062, 0.6033058762550354, 0.617730438709259, 0.28375208377838135, 0.018238604068756104, 0.2581746578216553, 0.756820797920227, 0.5697301030158997, 0.30556273460388184, 0.6326842904090881]"
33,20709918,"[0.9934065937995911, 0.06884944438934326, 0.49001753330230713, 0.324770987033844, 0.7427818775177002, 0.011152088642120361, 0.21880298852920532, 0.7190459370613098, 0.5739507675170898, 0.2969214916229248, 0.9079885482788086, 0.14377009868621826, 0.773313045501709, 0.9370679259300232, 0.4171517491340637, 0.5136375427246094, 0.1659429669380188, 0.12343478202819824, 0.7497215867042542, 0.5626871585845947, 0.11615914106369019, 0.9937358498573303, 0.3730228543281555, 0.6403372287750244, 0.3625531792640686, 0.8961449265480042, 0.28476858139038086, 0.9783927202224731, 0.5731478929519653, 0.40858614444732666]"
34,20745573,"[0.13810646533966064, 0.6150389313697815, 0.9469273090362549, 0.17042797803878784, 0.5684706568717957, 0.6956505179405212, 0.5611042976379395, 0.7843028903007507, 0.9326744675636292, 0.33669227361679077, 0.4012821316719055, 0.45269453525543213, 0.4303421378135681, 0.2474449872970581, 0.6526549458503723, 0.6115015149116516, 0.16295671463012695, 0.707033097743988, 0.19673383235931396, 0.2672001123428345, 0.12897276878356934, 0.35941362380981445, 0.060052454471588135, 0.8948599100112915, 0.5552706122398376, 0.9725878834724426, 0.561524510383606, 0.8314920663833618, 0.5628059506416321, 0.5574288368225098]"
35,20869604,"[0.4091261625289917, 0.11011660099029541, 0.12839847803115845, 0.4712333083152771, 0.29213178157806396, 0.8790178298950195, 0.8067559599876404, 0.5294526815414429, 0.5642913579940796, 0.32102054357528687, 0.4924846887588501, 0.67486172914505, 0.9730924367904663, 0.36734235286712646, 0.38907355070114136, 0.8529612421989441, 0.2575559616088867, 0.9522339105606079, 0.9763666391372681, 0.6266798973083496, 0.6412579417228699, 0.18836164474487305, 0.9637188911437988, 0.17061477899551392, 0.8576667904853821, 0.7787176370620728, 0.6684470772743225, 0.13156169652938843, 0.3360111117362976, 0.18235784769058228]"
36,20878069,"[0.013134121894836426, 0.7586078643798828, 0.9014014005661011, 0.8597561717033386, 0.7215468287467957, 0.08595490455627441, 0.5753203630447388, 0.27103525400161743, 0.5243200063705444, 0.17477506399154663, 0.5157305002212524, 0.7229171991348267, 0.11397528648376465, 0.829277515411377, 0.1143597960472107, 0.7500439286231995, 0.6080940365791321, 0.9174761176109314, 0.7447797656059265, 0.14689815044403076, 0.2858318090438843, 0.8737125396728516, 0.05602419376373291, 0.754984974861145, 0.6673027276992798, 0.18357020616531372, 0.9082605838775635, 0.8532174229621887, 0.18547159433364868, 0.4688268303871155]"
37,21352313,"[0.43572795391082764, 0.15431195497512817, 0.9037200808525085, 0.7158373594284058, 0.07510888576507568, 0.003856182098388672, 0.4560135006904602, 0.9355921745300293, 0.9350516200065613, 0.03250068426132202, 0.33417820930480957, 0.3630884885787964, 0.41843897104263306, 0.3536670207977295, 0.4667419195175171, 0.9758269786834717, 0.5901221036911011, 0.7381529211997986, 0.23806428909301758, 0.3347713351249695, 0.6956687569618225, 0.17162573337554932, 0.33216190338134766, 0.11093765497207642, 0.8209425806999207, 0.4347319006919861, 0.7739624977111816, 0.0030945539474487305, 0.36123567819595337, 0.26184213161468506]"
38,21478415,"[0.6428903341293335, 0.8058298826217651, 0.26222825050354004, 0.45739662647247314, 0.11671388149261475, 0.6694617867469788, 0.34451520442962646, 0.02848869562149048, 0.991504430770874, 0.18175899982452393, 0.14926666021347046, 0.7724498510360718, 0.27843940258026123, 0.902367115020752, 0.8698670864105225, 0.7712163329124451, 0.5646736025810242, 0.778815746307373, 0.7454944252967834, 0.9751986861228943, 0.6592459678649902, 0.6908144354820251, 0.17003971338272095, 0.569741427898407, 0.8124002814292908, 0.21236425638198853, 0.5335919857025146, 0.9542042016983032, 0.34985798597335815, 0.9468669295310974]"
39,21606814,"[0.8623851537704468, 0.5112099051475525, 0.5951924920082092, 0.1694740653038025, 0.5551166534423828, 0.608905017375946, 0.06831765174865723, 0.9433001279830933, 0.4668464660644531, 0.28279411792755127, 0.8495839834213257, 0.6817961931228638, 0.2864759564399719, 0.2668120265007019, 0.3054913878440857, 0.8162339925765991, 0.18850189447402954, 0.12538617849349976, 0.9786903262138367, 0.4901074171066284, 0.3948246240615845, 0.09713572263717651, 0.6746594905853271, 0.5137192606925964, 0.33755725622177124, 0.4351043701171875, 0.6750021576881409, 0.4333423376083374, 0.13569366931915283, 0.8176265954971313]"
40,21985529,"[0.4775580167770386, 0.8260835409164429, 0.32667428255081177, 0.337152898311615, 0.5004053711891174, 0.4889604449272156, 0.36827826499938965, 0.7088243365287781, 0.6995245218276978, 0.4656578302383423, 0.9823659062385559, 0.1014367938041687, 0.10926645994186401, 0.5054201483726501, 0.6095169186592102, 0.5471293926239014, 0.580829918384552, 0.6966015100479126, 0.21278446912765503, 0.718640148639679, 0.8936949372291565, 0.40783417224884033, 0.15507912635803223, 0.5592065453529358, 0.28805190324783325, 0.4698794484138489, 0.4018450379371643, 0.2815839648246765, 0.06251120567321777, 0.189142107963562]"
41,22311606,"[0.21965694427490234, 0.5965343117713928, 0.5849218964576721, 0.9598633050918579, 0.6182761192321777, 0.4262862801551819, 0.547135055065155, 0.03254300355911255, 0.38639014959335327, 0.34393244981765747, 0.046544432640075684, 0.958617627620697, 0.6250635385513306, 0.28065192699432373, 0.9556878805160522, 0.9730818271636963, 0.6821134686470032, 0.5204367637634277, 0.2423337697982788, 0.2605401873588562, 0.22748029232025146, 0.9183084964752197, 0.6410729885101318, 0.8161031603813171, 0.2804605960845947, 0.17816990613937378, 0.7164270877838135, 0.2756560444831848, 0.41379642486572266, 0.6728387475013733]"
42,22394806,"[0.6149941086769104, 0.49705302715301514, 0.3057401180267334, 0.004232823848724365, 0.6674721837043762, 0.9381026029586792, 0.8400666117668152, 0.8793439269065857, 0.5235342979431152, 0.548469603061676, 0.4126772880554199, 0.3644183278083801, 0.28800302743911743, 0.16192907094955444, 0.4230639338493347, 0.9980741739273071, 0.8981761336326599, 0.8589001297950745, 0.4833950996398926, 0.42817753553390503, 0.12205344438552856, 0.7258938550949097, 0.8595695495605469, 0.13742733001708984, 0.4180315136909485, 0.320537805557251, 0.37080812454223633, 0.13181889057159424, 0.11383163928985596, 0.9981933236122131]"
43,22985183,"[0.9996358752250671, 0.8962124586105347, 0.3353307843208313, 0.7103139758110046, 0.08564108610153198, 0.5595850944519043, 0.9367924332618713, 0.1380954384803772, 0.008201837539672852, 0.000541388988494873, 0.02613520622253418, 0.0880049467086792, 0.3183983564376831, 0.6581237316131592, 0.3021308183670044, 0.36539626121520996, 0.7821028828620911, 0.6499166488647461, 0.0886656641960144, 0.7707018852233887, 0.12480854988098145, 0.5379209518432617, 0.138991117477417, 0.9191691279411316, 0.4186334013938904, 0.8290508985519409, 0.9604296088218689, 0.7121775150299072, 0.3272107243537903, 0.7058425545692444]"
44,23244977,"[0.14655935764312744, 0.026118218898773193, 0.755087673664093, 0.7069705724716187, 0.3132653832435608, 0.5452539920806885, 0.41410309076309204, 0.3958171606063843, 0.4837861657142639, 0.7419582605361938, 0.5002561807632446, 0.620581865310669, 0.023920178413391113, 0.22129172086715698, 0.6901896595954895, 0.5070573687553406, 0.4975859522819519, 0.7899477481842041, 0.9130090475082397, 0.8437078595161438, 0.9315202832221985, 0.8821602463722229, 0.6092500686645508, 0.9368347525596619, 0.5029094815254211, 0.9362435936927795, 0.8038601279258728, 0.9364145994186401, 0.26750290393829346, 0.33311694860458374]"
