Id,Text,CreationTimestamp,UserId,ModificationTimestamp
32,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,11,12/1/2010 0:00
33,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,11,12/1/2010 0:00
34,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,12,12/1/2010 0:00
35,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,12,12/1/2010 0:00
36,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,12,12/1/2010 0:00
37,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,13,12/1/2010 0:00
38,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,13,12/1/2010 0:00
39,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,13,12/1/2010 0:00
40,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,14,12/1/2010 0:00
41,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,14,12/1/2010 0:00
42,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,14,12/1/2010 0:00
43,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,15,12/1/2010 0:00
44,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,15,12/1/2010 0:00
45,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,15,12/1/2010 0:00
46,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,16,12/1/2010 0:00
47,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,16,12/1/2010 0:00
48,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,16,12/1/2010 0:00
49,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,17,12/1/2010 0:00
50,apple microsoft samsung sony computer monitor digital dell keyboard mouse http://C,12/1/2010 0:00,17,12/1/2010 0:00
51,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,17,12/1/2010 0:00
52,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,18,12/1/2010 0:00
53,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,18,12/1/2010 0:00
54,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,18,12/1/2010 0:00
55,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,19,12/1/2010 0:00
56,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,19,12/1/2010 0:00
57,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,19,12/1/2010 0:00
58,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,20,12/1/2010 0:00
59,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,20,12/1/2010 0:00
60,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/1/2010 0:00,20,12/1/2010 0:00
61,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,21,12/1/2010 0:00
62,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing,12/1/2010 0:00,21,12/1/2010 0:00
63,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,21,12/1/2010 0:00
64,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,22,12/1/2010 0:00
65,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,22,12/1/2010 0:00
66,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,22,12/1/2010 0:00
67,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,23,12/1/2010 0:00
68,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,23,12/1/2010 0:00
69,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,23,12/1/2010 0:00
70,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,24,12/1/2010 0:00
71,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,24,12/1/2010 0:00
72,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing,12/1/2010 0:00,24,12/1/2010 0:00
73,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,25,12/1/2010 0:00
74,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,25,12/1/2010 0:00
75,football volleyball basketball baseball swimming hiking biking running climbing boxing http://D,12/1/2010 0:00,25,12/1/2010 0:00
76,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,26,12/1/2010 0:00
77,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,26,12/1/2010 0:00
78,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,26,12/1/2010 0:00
79,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,27,12/1/2010 0:00
80,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,27,12/1/2010 0:00
81,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,27,12/1/2010 0:00
82,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing,12/1/2010 0:00,28,12/1/2010 0:00
83,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,28,12/1/2010 0:00
84,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,28,12/1/2010 0:00
85,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,29,12/1/2010 0:00
86,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,29,12/1/2010 0:00
87,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,29,12/1/2010 0:00
88,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,30,12/1/2010 0:00
89,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,30,12/1/2010 0:00
90,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,30,12/1/2010 0:00
91,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,31,12/1/2010 0:00
92,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing,12/1/2010 0:00,31,12/1/2010 0:00
93,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,31,12/1/2010 0:00
94,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,32,12/1/2010 0:00
95,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,32,12/1/2010 0:00
96,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,32,12/1/2010 0:00
97,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,33,12/1/2010 0:00
98,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,33,12/1/2010 0:00
99,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,33,12/1/2010 0:00
100,football volleyball basketball baseball swimming hiking biking running climbing boxing http://E,12/1/2010 0:00,34,12/1/2010 0:00
101,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,34,12/1/2010 0:00
102,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing,12/1/2010 0:00,34,12/1/2010 0:00
103,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,35,12/1/2010 0:00
104,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,35,12/1/2010 0:00
105,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,35,12/1/2010 0:00
106,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,36,12/1/2010 0:00
107,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,36,12/1/2010 0:00
108,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,36,12/1/2010 0:00
109,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,37,12/1/2010 0:00
110,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,37,12/1/2010 0:00
111,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,37,12/1/2010 0:00
112,football volleyball basketball baseball swimming hiking biking running climbing boxing climbing boxing,12/1/2010 0:00,38,12/1/2010 0:00
113,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,38,12/1/2010 0:00
114,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,38,12/1/2010 0:00
115,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,39,12/1/2010 0:00
116,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,39,12/1/2010 0:00
117,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,39,12/1/2010 0:00
118,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,40,12/1/2010 0:00
119,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,40,12/1/2010 0:00
120,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/1/2010 0:00,40,12/1/2010 0:00
121,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,41,12/1/2010 0:00
122,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,41,12/2/2010 0:00
123,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,41,12/3/2010 0:00
124,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,42,12/4/2010 0:00
125,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom http://F,12/1/2010 0:00,42,12/5/2010 0:00
126,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,42,12/6/2010 0:00
127,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,43,12/7/2010 0:00
128,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,43,12/8/2010 0:00
129,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,43,12/9/2010 0:00
130,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,44,12/10/2010 0:00
131,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,44,12/11/2010 0:00
132,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,44,12/12/2010 0:00
133,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,45,12/13/2010 0:00
134,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,45,12/14/2010 0:00
135,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,45,12/15/2010 0:00
136,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,46,12/16/2010 0:00
137,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,46,12/17/2010 0:00
138,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,46,12/18/2010 0:00
139,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,47,12/19/2010 0:00
140,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,47,12/20/2010 0:00
141,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,47,12/21/2010 0:00
142,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,48,12/22/2010 0:00
143,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,48,12/23/2010 0:00
144,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,48,12/24/2010 0:00
145,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,49,12/25/2010 0:00
146,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,49,12/26/2010 0:00
147,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,49,12/27/2010 0:00
148,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,50,12/28/2010 0:00
149,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,50,12/29/2010 0:00
150,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom http://G,12/1/2010 0:00,50,12/30/2010 0:00
151,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,51,12/31/2010 0:00
152,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,51,1/1/2011 0:00
153,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,51,1/2/2011 0:00
154,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,52,1/3/2011 0:00
155,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,52,1/4/2011 0:00
156,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,52,1/5/2011 0:00
157,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,53,1/6/2011 0:00
158,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,53,1/7/2011 0:00
159,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,53,1/8/2011 0:00
160,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,54,1/9/2011 0:00
161,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,54,1/10/2011 0:00
162,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,54,1/11/2011 0:00
163,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,55,1/12/2011 0:00
164,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,55,1/13/2011 0:00
165,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,55,1/14/2011 0:00
166,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,56,1/15/2011 0:00
167,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,56,1/16/2011 0:00
168,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,56,1/17/2011 0:00
169,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,57,1/18/2011 0:00
170,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,57,1/19/2011 0:00
171,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,57,1/20/2011 0:00
172,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,58,1/21/2011 0:00
173,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,58,1/22/2011 0:00
174,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,58,1/23/2011 0:00
175,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom http://H,12/1/2010 0:00,59,1/24/2011 0:00
176,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,59,1/25/2011 0:00
177,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,59,1/26/2011 0:00
178,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,60,1/27/2011 0:00
179,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,60,1/28/2011 0:00
180,whatsapp instagram twitter tiktok facebook linkedin snapchat discord skype zoom,12/1/2010 0:00,60,1/29/2011 0:00
181,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,1,12/2/2010 0:00
182,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,1,12/2/2010 0:00
183,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,1,12/2/2010 0:00
184,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,2,12/2/2010 0:00
185,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,2,12/2/2010 0:00
186,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,2,12/2/2010 0:00
187,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,3,12/2/2010 0:00
188,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,3,12/2/2010 0:00
189,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,3,12/2/2010 0:00
190,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,4,12/2/2010 0:00
191,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,4,12/2/2010 0:00
192,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,4,12/2/2010 0:00
193,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,5,12/2/2010 0:00
194,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,5,12/2/2010 0:00
195,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,5,12/2/2010 0:00
196,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,6,12/2/2010 0:00
197,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,6,12/2/2010 0:00
198,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,6,12/2/2010 0:00
199,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,7,12/2/2010 0:00
200,apple microsoft samsung sony computer monitor digital dell keyboard mouse http://I,12/2/2010 0:00,7,12/2/2010 0:00
201,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,7,12/2/2010 0:00
202,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,8,12/2/2010 0:00
203,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,8,12/2/2010 0:00
204,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,8,12/2/2010 0:00
205,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,9,12/2/2010 0:00
206,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,9,12/2/2010 0:00
207,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,9,12/2/2010 0:00
208,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,10,12/2/2010 0:00
209,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,10,12/2/2010 0:00
210,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,10,12/2/2010 0:00
211,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,11,12/2/2010 0:00
212,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,11,12/2/2010 0:00
213,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,11,12/2/2010 0:00
214,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,12,12/2/2010 0:00
215,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,12,12/2/2010 0:00
216,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,12,12/2/2010 0:00
217,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,13,12/2/2010 0:00
218,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,13,12/2/2010 0:00
219,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,13,12/2/2010 0:00
220,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,14,12/2/2010 0:00
221,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,14,12/2/2010 0:00
222,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,14,12/2/2010 0:00
223,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,15,12/2/2010 0:00
224,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,15,12/2/2010 0:00
225,apple microsoft samsung sony computer monitor digital dell keyboard mouse http://J,12/2/2010 0:00,15,12/2/2010 0:00
226,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,16,12/2/2010 0:00
227,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,16,12/2/2010 0:00
228,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,16,12/2/2010 0:00
229,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,17,12/2/2010 0:00
230,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,17,12/2/2010 0:00
231,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,17,12/2/2010 0:00
232,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,18,12/2/2010 0:00
233,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,18,12/2/2010 0:00
234,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,18,12/2/2010 0:00
235,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,19,12/2/2010 0:00
236,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,19,12/2/2010 0:00
237,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,19,12/2/2010 0:00
238,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,20,12/2/2010 0:00
239,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,20,12/2/2010 0:00
240,apple microsoft samsung sony computer monitor digital dell keyboard mouse,12/2/2010 0:00,20,12/2/2010 0:00
241,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,21,12/2/2010 0:00
242,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,21,12/2/2010 0:00
243,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,21,12/2/2010 0:00
244,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,22,12/2/2010 0:00
245,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,22,12/2/2010 0:00
246,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,22,12/2/2010 0:00
247,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,23,12/2/2010 0:00
248,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,23,12/2/2010 0:00
249,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,23,12/2/2010 0:00
250,football volleyball basketball baseball swimming hiking biking running climbing boxing http://K,12/2/2010 0:00,24,12/2/2010 0:00
251,football volleyball basketball baseball swimming hiking biking running climbing boxing,12/2/2010 0:00,24,12/2/2010 0:00
